image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size
433-0013-28.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/433-0013-28.jpg,2454,1729,2661,1970,0,0.16100236773490906,3840,2160
433-0013-28.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/433-0013-28.jpg,1883,831,2062,1147,0,0.25873705744743347,3840,2160
434-0026-82.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-82.jpg,3195,8,3470,248,0,0.36433252692222595,3840,2160
434-0026-88.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-88.jpg,1852,1618,2062,1861,0,0.28528982400894165,3840,2160
436-0078-9.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-9.jpg,2415,1967,2708,2131,0,0.1251271516084671,3840,2160
436-0078-9.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-9.jpg,1854,1206,2573,1618,0,0.12926267087459564,3840,2160
436-0078-9.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-9.jpg,2242,2003,2654,2155,0,0.14703470468521118,3840,2160
436-0078-9.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-9.jpg,1705,1962,1951,2129,0,0.16335123777389526,3840,2160
436-0078-9.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-9.jpg,1267,1951,1500,2137,0,0.1657600998878479,3840,2160
436-0078-9.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-9.jpg,1407,1341,1639,1587,0,0.2156800925731659,3840,2160
436-0078-9.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-9.jpg,1932,2011,2331,2157,0,0.21742907166481018,3840,2160
436-0078-9.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-9.jpg,1816,1990,2154,2150,0,0.2405337244272232,3840,2160
436-0078-9.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-9.jpg,1527,1953,1871,2156,0,0.2569250464439392,3840,2160
433-0013-18.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/433-0013-18.jpg,1710,913,2014,1126,0,0.1531447321176529,3840,2160
433-0013-18.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/433-0013-18.jpg,1735,741,2691,1479,0,0.17106814682483673,3840,2160
433-0013-18.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/433-0013-18.jpg,1387,583,1666,814,0,0.23453105986118317,3840,2160
434-0026-28.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-28.jpg,833,1943,1065,2146,0,0.12144634872674942,3840,2160
434-0026-28.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-28.jpg,690,1949,916,2147,0,0.17387071251869202,3840,2160
434-0026-28.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-28.jpg,2504,836,2707,1145,0,0.2976865768432617,3840,2160
434-0026-27.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-27.jpg,711,1210,920,1439,0,0.11164411157369614,3840,2160
434-0026-27.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-27.jpg,1263,1790,1491,2008,0,0.12613768875598907,3840,2160
434-0026-27.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-27.jpg,1113,1793,1369,2027,0,0.14502382278442383,3840,2160
434-0026-27.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-27.jpg,1872,1921,2157,2104,0,0.15391257405281067,3840,2160
434-0026-27.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-27.jpg,1237,1941,1505,2118,0,0.1742633581161499,3840,2160
434-0026-27.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-27.jpg,1117,1925,1348,2128,0,0.24073061347007751,3840,2160
434-0026-27.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-27.jpg,955,1951,1218,2146,0,0.24893639981746674,3840,2160
434-0026-27.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-27.jpg,2649,698,2846,968,0,0.36488914489746094,3840,2160
434-0026-42.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-42.jpg,2466,418,2664,663,0,0.12572337687015533,3840,2160
434-0026-42.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-42.jpg,2904,1756,3098,2051,0,0.14414861798286438,3840,2160
434-0026-42.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-42.jpg,1427,376,1588,735,0,0.15261870622634888,3840,2160
434-0026-42.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-42.jpg,607,1295,806,1545,0,0.1638549566268921,3840,2160
434-0026-42.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-42.jpg,1461,1908,1733,2145,0,0.6394085884094238,3840,2160
436-0078-58.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-58.jpg,3579,1557,3840,1963,0,0.10476896911859512,3840,2160
436-0078-58.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-58.jpg,3563,1633,3791,1883,0,0.1087728887796402,3840,2160
436-0078-58.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-58.jpg,2804,1335,2964,1593,0,0.12100392580032349,3840,2160
436-0078-58.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-58.jpg,2620,1324,2806,1566,0,0.12943300604820251,3840,2160
436-0078-58.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-58.jpg,2939,901,3178,1158,0,0.1360403448343277,3840,2160
436-0078-58.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-58.jpg,3621,1701,3838,2027,0,0.1548137664794922,3840,2160
436-0078-58.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-58.jpg,2938,780,3215,1474,0,0.23719024658203125,3840,2160
436-0078-58.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-58.jpg,2987,1011,3183,1243,0,0.23823878169059753,3840,2160
436-0078-58.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-58.jpg,2736,829,3294,1737,0,0.2742908298969269,3840,2160
436-0078-58.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-58.jpg,2796,1327,3253,1847,0,0.33385396003723145,3840,2160
434-0026-61.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-61.jpg,0,271,769,1096,0,0.12926851212978363,3840,2160
434-0026-61.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-61.jpg,1289,1870,1497,2115,0,0.1391184777021408,3840,2160
434-0026-61.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-61.jpg,941,8,1242,168,0,0.14484292268753052,3840,2160
434-0026-61.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-61.jpg,417,191,653,425,0,0.24526722729206085,3840,2160
434-0026-61.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-61.jpg,2081,1740,2280,1991,0,0.3105719983577728,3840,2160
434-0026-61.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-61.jpg,1199,249,1719,1266,0,0.3923826217651367,3840,2160
434-0026-61.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-61.jpg,145,178,653,881,0,0.4716287851333618,3840,2160
436-0078-42.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-42.jpg,1916,1718,2131,2039,0,0.13080984354019165,3840,2160
434-0026-18.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-18.jpg,869,1357,1093,1600,0,0.1174326092004776,3840,2160
434-0026-18.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-18.jpg,840,878,1085,1082,0,0.1256042867898941,3840,2160
434-0026-18.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-18.jpg,1395,1825,1709,2007,0,0.12797340750694275,3840,2160
434-0026-18.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-18.jpg,1390,792,2490,1313,0,0.14389492571353912,3840,2160
434-0026-18.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-18.jpg,1303,1061,2550,1625,0,0.1478208303451538,3840,2160
434-0026-18.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-18.jpg,1707,1935,1984,2127,0,0.15986013412475586,3840,2160
434-0026-18.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-18.jpg,3505,588,3837,1089,0,0.19587217271327972,3840,2160
434-0026-18.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-18.jpg,1821,1941,2134,2117,0,0.24983558058738708,3840,2160
434-0026-54.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-54.jpg,1421,708,1632,1105,0,0.10346484184265137,3840,2160
434-0026-54.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-54.jpg,1144,658,1634,1597,0,0.12967735528945923,3840,2160
434-0026-54.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-54.jpg,1609,49,2045,552,0,0.19073621928691864,3840,2160
434-0026-54.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-54.jpg,1381,652,1624,1390,0,0.377848744392395,3840,2160
434-0026-54.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-54.jpg,1940,354,2531,1421,0,0.3941429853439331,3840,2160
434-0026-54.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-54.jpg,1312,751,1563,1544,0,0.4263007342815399,3840,2160
434-0026-49.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-49.jpg,1027,906,1362,1401,0,0.1535005271434784,3840,2160
434-0026-49.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-49.jpg,895,1003,1290,1548,0,0.43263259530067444,3840,2160
434-0026-49.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-49.jpg,1619,792,2132,1545,0,0.565326452255249,3840,2160
434-0026-49.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-49.jpg,1300,336,1686,869,0,0.6385400891304016,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,359,1658,654,1836,0,0.1514551341533661,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,871,1408,1887,2002,0,0.16154707968235016,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,1644,1407,2078,1575,0,0.16442552208900452,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,1690,1499,2011,1707,0,0.16933763027191162,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,1237,1696,1606,2076,0,0.1715027093887329,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,503,1647,802,1843,0,0.17467042803764343,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,975,1665,1266,1856,0,0.17847487330436707,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,1394,1922,1667,2124,0,0.18350808322429657,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,1742,1749,2044,1946,0,0.18425458669662476,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,2136,1787,2405,2008,0,0.18665651977062225,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,1273,1950,1542,2146,0,0.20544558763504028,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,2860,1515,3158,1743,0,0.2328171283006668,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,355,1825,636,1975,0,0.26598745584487915,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,2102,1665,2397,1867,0,0.27818217873573303,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,1412,1438,2414,1974,0,0.28767892718315125,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,494,1804,812,1991,0,0.3644757866859436,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,1359,1817,1677,2003,0,0.3766295313835144,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,1782,1689,2139,1903,0,0.3789677023887634,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,2522,1669,2899,1842,0,0.40008556842803955,3840,2160
434-0026-1.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-1.jpg,2820,1659,3163,1861,0,0.42432501912117004,3840,2160
433-0013-52.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/433-0013-52.jpg,1691,1934,1980,2117,0,0.17902624607086182,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,1406,1973,1711,2131,0,0.14395412802696228,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,2810,1933,3037,2133,0,0.15078669786453247,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,422,1970,645,2121,0,0.15103864669799805,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,646,378,913,568,0,0.15141534805297852,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,969,495,1718,1066,0,0.16445323824882507,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,1876,1436,2119,1662,0,0.169727623462677,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,1546,543,2288,1029,0,0.17440420389175415,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,1839,550,2563,1036,0,0.1758057028055191,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,591,434,810,648,0,0.18512502312660217,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,859,1827,1073,2002,0,0.18814781308174133,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,1250,539,2001,1047,0,0.20338554680347443,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,1996,1956,2293,2108,0,0.21148739755153656,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,1842,1952,2151,2117,0,0.22141896188259125,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,1639,779,2741,1411,0,0.26861003041267395,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,2311,433,2547,658,0,0.2881488800048828,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,598,392,984,759,0,0.28913843631744385,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,717,595,920,801,0,0.29475289583206177,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,3190,1939,3452,2135,0,0.30259162187576294,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,677,440,890,676,0,0.4379136264324188,3840,2160
434-0026-20.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-20.jpg,1595,631,1797,844,0,0.5377733707427979,3840,2160
433-0013-34.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/433-0013-34.jpg,2031,1329,3014,1860,0,0.10224255174398422,3840,2160
433-0013-34.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/433-0013-34.jpg,1163,829,2090,1282,0,0.1230153739452362,3840,2160
436-0078-89.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-89.jpg,1862,1354,2145,1571,0,0.12298674881458282,3840,2160
436-0078-89.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-89.jpg,1648,1530,1975,1723,0,0.1286880224943161,3840,2160
436-0078-89.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-89.jpg,2304,1940,2553,2112,0,0.19487524032592773,3840,2160
436-0078-89.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-89.jpg,1852,1506,2114,1717,0,0.1991855949163437,3840,2160
436-0078-89.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-89.jpg,1553,1998,1852,2146,0,0.2061539739370346,3840,2160
436-0078-89.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-89.jpg,1984,1519,2292,1717,0,0.20843617618083954,3840,2160
436-0078-89.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-89.jpg,2129,1970,2446,2133,0,0.2511066794395447,3840,2160
436-0078-89.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/436-0078-89.jpg,1693,2001,1990,2152,0,0.32419684529304504,3840,2160
434-0026-175.jpg,/home/chandra_codin/fuming_spectre/TrainYourOwnYOLO/Data/Source_Images/Test_Images/434-0026-175.jpg,198,1794,459,2009,0,0.10701046884059906,3840,2160
